bitwidth nlimbs real user sys mem
32 8 42.52 42.00 0.46 1021804
32 8 42.70 42.24 0.46 1002632
32 8 41.72 41.24 0.48 1021280
32 8 42.27 41.83 0.43 1021484
32 8 42.26 41.78 0.48 1018548
32 8 40.47 39.98 0.48 1015252
32 8 41.20 40.75 0.43 1025784
32 8 83.71 82.85 0.84 1651996
32 8 42.40 41.87 0.50 1029544
64 8 44.57 44.02 0.49 1038156
64 8 44.53 44.11 0.40 1037796
64 8 43.30 42.86 0.44 1037756
64 8 44.80 44.30 0.50 1039744
64 8 44.08 43.59 0.42 1037552
64 8 44.53 44.05 0.44 1037904
64 8 43.38 42.97 0.41 1038232
64 8 44.86 44.38 0.47 1038780
64 8 43.50 43.01 0.48 1033512
64 8 44.66 44.13 0.52 1038272
64 8 43.39 42.90 0.48 1053480
64 8 85.44 84.50 0.91 1578568
64 8 44.51 44.10 0.40 1034644
64 8 85.53 84.30 1.12 1570176
64 8 88.83 87.90 0.91 1589896
64 8 44.56 44.04 0.50 1051004
64 8 43.52 43.08 0.43 1037232
64 8 85.28 84.35 0.92 1626136
32 9 52.05 51.51 0.52 1123756
32 9 70.82 70.13 0.68 1294160
32 9 52.11 51.55 0.55 1134448
32 9 50.69 50.12 0.56 1130440
32 9 48.54 48.03 0.50 1113212
32 9 51.93 51.34 0.59 1125080
32 9 50.28 49.80 0.47 1121716
32 9 51.54 51.01 0.51 1126756
32 9 51.91 51.38 0.51 1133172
32 9 51.96 51.42 0.52 1125712
32 9 52.42 51.55 0.80 1123480
32 9 51.15 50.64 0.50 1131964
32 9 50.69 50.04 0.58 1132356
32 9 49.29 48.79 0.49 1124740
64 9 52.32 51.76 0.55 1143748
64 9 53.17 52.54 0.55 1122412
64 9 53.07 52.53 0.54 1145044
64 9 53.76 53.11 0.63 1143576
64 9 53.37 52.89 0.46 1129484
64 9 55.39 54.84 0.54 1140448
64 9 53.74 53.04 0.62 1142140
64 9 52.30 51.67 0.54 1147912
64 9 53.68 53.11 0.57 1154068
32 10 87.08 86.06 0.90 1461912
32 10 127.57 126.18 1.21 2105476
32 10 59.26 58.67 0.57 1218432
32 10 59.82 59.27 0.54 1215580
32 10 57.89 57.29 0.59 1213840
32 10 61.23 60.62 0.60 1213360
32 10 59.87 59.20 0.66 1243976
32 10 62.31 61.72 0.59 1212876
32 10 61.73 61.11 0.61 1224736
32 10 61.85 61.22 0.63 1214744
64 10 63.95 63.32 0.63 1227664
64 10 129.46 128.21 1.25 2120620
64 10 131.75 130.51 1.21 2124020
64 10 130.85 129.67 1.17 2153840
64 10 65.38 64.76 0.59 1231720
64 10 65.47 64.75 0.62 1218332
64 10 64.60 63.96 0.63 1234848
64 10 65.31 64.66 0.65 1221660
64 10 65.53 64.91 0.62 1224348
64 10 65.34 64.71 0.61 1262468
64 10 64.70 64.05 0.59 1283272
32 11 76.74 76.05 0.59 1337296
32 11 77.22 76.54 0.67 1380216
32 11 77.07 76.38 0.68 1368628
32 11 77.11 76.35 0.76 1362492
32 11 77.39 76.67 0.70 1365728
32 11 74.53 73.84 0.69 1348384
64 11 81.61 80.87 0.74 1378372
64 11 81.41 80.47 0.82 1391280
64 11 81.06 80.37 0.67 1376872
32 12 85.98 85.14 0.83 1518156
32 12 89.30 88.59 0.70 1492076
32 12 123.38 122.62 0.76 1792844
32 12 89.38 88.62 0.75 1511288
32 12 89.27 88.34 0.82 1509688
32 12 89.51 88.75 0.76 1520544
32 12 197.46 195.59 1.62 3011880
32 12 87.23 86.50 0.71 1468840
32 13 105.25 104.35 0.89 1664436
32 13 145.28 144.07 1.03 2081040
32 13 111.16 110.37 0.76 1700972
32 13 107.42 106.61 0.80 1668500
32 13 107.29 106.48 0.81 1651524
32 13 104.49 103.69 0.79 1657944
32 14 280.02 277.82 2.20 4239248
32 14 127.14 126.06 1.06 1877812
32 14 129.22 128.25 0.96 1914672
32 15 150.46 149.44 1.00 2045232
32 15 146.04 144.79 1.06 2095312
32 15 150.37 149.28 1.07 2094352
32 15 150.24 149.07 1.15 1999764
32 16 183.66 182.42 1.23 2352872
32 16 184.94 183.75 1.15 2367128
32 16 178.21 177.09 1.08 2331556
32 16 184.16 182.97 1.17 2349504
32 16 185.43 184.12 1.20 2364284
32 16 181.74 180.67 1.07 2356816
32 16 185.00 183.86 1.13 2333932
32 16 179.13 177.88 1.25 2360752
32 16 183.89 182.78 1.10 2366696
32 16 413.43 410.46 2.97 5897880
32 16 396.76 393.75 2.97 5940884
32 17 210.20 208.34 1.61 2584860
32 17 210.51 209.16 1.34 2587648
32 17 210.82 209.65 1.16 2604952
32 17 209.32 208.05 1.26 2616640
32 17 203.53 202.41 1.10 2648156
32 17 209.82 208.55 1.25 2586852
32 17 210.45 208.41 1.40 2600500
32 17 211.23 209.96 1.26 2645172
32 17 210.34 209.01 1.30 2650876
32 18 254.43 252.99 1.43 2967704
32 18 242.94 241.52 1.41 2901728
32 18 564.58 560.58 3.97 7768232
32 18 251.28 249.99 1.27 2898716
32 18 545.29 541.41 3.85 7764740
32 18 540.24 536.20 3.72 7750060
32 18 253.48 252.03 1.42 2911672
32 18 240.60 238.83 1.47 2956668
32 18 547.70 543.78 3.87 7768396
32 19 287.57 285.92 1.53 3146892
32 19 287.25 285.18 1.72 3149904
32 19 287.73 286.14 1.55 3162412
32 19 277.89 276.31 1.56 3150260
32 20 881.51 857.27 7.85 10394876
32 20 885.16 861.21 7.14 9668600
32 20 334.33 331.94 1.97 3797968
32 20 337.28 335.45 1.78 3708400
32 20 334.89 333.03 1.84 3712544
32 20 405.96 397.22 2.53 3718800
32 21 403.65 401.72 1.91 4219692
32 22 481.84 478.68 2.57 4614832
32 23 577.07 574.53 2.52 5372916
32 23 578.91 576.70 2.19 5283136
32 24 716.22 713.58 2.59 5939784
32 24 694.44 691.82 2.59 5916040
32 25 993.53 990.02 3.49 6863540
