Params: n= 205 , #replace-transaction=record
Finished transaction in 0.154 secs (0.154u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.031 secs (0.031u,0.s) (success)
Tactic call cbn ran for 0. secs (0.u,0.s) (success)
Params: n= 245 , #replace-transaction=record
Finished transaction in 0.161 secs (0.161u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.031 secs (0.031u,0.s) (success)
Tactic call cbn ran for 0. secs (0.u,0.s) (success)
Params: n= 250 , #replace-transaction=record
Finished transaction in 0.317 secs (0.305u,0.011s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.033 secs (0.033u,0.s) (success)
Tactic call cbn ran for 0. secs (0.u,0.s) (success)
Params: n= 255 , #replace-transaction=record
Finished transaction in 0.169 secs (0.169u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.035 secs (0.035u,0.s) (success)
Tactic call cbn ran for 0. secs (0.u,0.s) (success)
Params: n= 260 , #replace-transaction=record
Finished transaction in 0.255 secs (0.255u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.038 secs (0.038u,0.s) (success)
Tactic call cbn ran for 0.011 secs (0.011u,0.s) (success)
Params: n= 265 , #replace-transaction=record
Finished transaction in 0.27 secs (0.27u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.04 secs (0.04u,0.s) (success)
Tactic call cbn ran for 0.011 secs (0.011u,0.s) (success)
Params: n= 270 , #replace-transaction=record
Finished transaction in 0.538 secs (0.534u,0.003s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.043 secs (0.043u,0.s) (success)
Tactic call cbn ran for 0.012 secs (0.012u,0.s) (success)
Params: n= 275 , #replace-transaction=record
Finished transaction in 0.268 secs (0.268u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.043 secs (0.043u,0.s) (success)
Tactic call cbn ran for 0.013 secs (0.013u,0.s) (success)
Params: n= 280 , #replace-transaction=record
Finished transaction in 0.281 secs (0.281u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.045 secs (0.045u,0.s) (success)
Tactic call cbn ran for 0.013 secs (0.013u,0.s) (success)
Params: n= 285 , #replace-transaction=record
Finished transaction in 0.3 secs (0.3u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.047 secs (0.047u,0.s) (success)
Tactic call cbn ran for 0.014 secs (0.014u,0.s) (success)
Params: n= 290 , #replace-transaction=record
Finished transaction in 0.316 secs (0.316u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.049 secs (0.049u,0.s) (success)
Tactic call cbn ran for 0.015 secs (0.015u,0.s) (success)
Params: n= 295 , #replace-transaction=record
Finished transaction in 0.722 secs (0.718u,0.003s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.05 secs (0.05u,0.s) (success)
Tactic call cbn ran for 0.016 secs (0.016u,0.s) (success)
Params: n= 300 , #replace-transaction=record
Finished transaction in 0.323 secs (0.323u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.051 secs (0.051u,0.s) (success)
Tactic call cbn ran for 0.017 secs (0.017u,0.s) (success)
Params: n= 305 , #replace-transaction=record
Finished transaction in 0.342 secs (0.342u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.053 secs (0.053u,0.s) (success)
Tactic call cbn ran for 0.017 secs (0.017u,0.s) (success)
Params: n= 310 , #replace-transaction=record
Finished transaction in 0.355 secs (0.355u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.058 secs (0.058u,0.s) (success)
Tactic call cbn ran for 0.018 secs (0.018u,0.s) (success)
Params: n= 315 , #replace-transaction=record
Finished transaction in 0.36 secs (0.36u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.057 secs (0.054u,0.003s) (success)
Tactic call cbn ran for 0.019 secs (0.019u,0.s) (success)
Params: n= 320 , #replace-transaction=record
Finished transaction in 0.378 secs (0.378u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.06 secs (0.06u,0.s) (success)
Tactic call cbn ran for 0.02 secs (0.02u,0.s) (success)
Params: n= 325 , #replace-transaction=record
Finished transaction in 0.957 secs (0.941u,0.016s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.061 secs (0.061u,0.s) (success)
Tactic call cbn ran for 0.02 secs (0.02u,0.s) (success)
Params: n= 330 , #replace-transaction=record
Finished transaction in 0.384 secs (0.384u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.063 secs (0.063u,0.s) (success)
Tactic call cbn ran for 0.022 secs (0.022u,0.s) (success)
Params: n= 335 , #replace-transaction=record
Finished transaction in 0.4 secs (0.4u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.066 secs (0.066u,0.s) (success)
Tactic call cbn ran for 0.022 secs (0.022u,0.s) (success)
Params: n= 340 , #replace-transaction=record
Finished transaction in 0.42 secs (0.42u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.069 secs (0.069u,0.s) (success)
Tactic call cbn ran for 0.023 secs (0.023u,0.s) (success)
Params: n= 345 , #replace-transaction=record
Finished transaction in 0.431 secs (0.431u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.072 secs (0.072u,0.s) (success)
Tactic call cbn ran for 0.025 secs (0.025u,0.s) (success)
Params: n= 350 , #replace-transaction=record
Finished transaction in 0.434 secs (0.434u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.071 secs (0.071u,0.s) (success)
Tactic call cbn ran for 0.026 secs (0.026u,0.s) (success)
Params: n= 355 , #replace-transaction=record
Finished transaction in 0.442 secs (0.442u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.074 secs (0.074u,0.s) (success)
Tactic call cbn ran for 0.027 secs (0.027u,0.s) (success)
Params: n= 360 , #replace-transaction=record
Finished transaction in 1.583 secs (1.559u,0.023s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.076 secs (0.076u,0.s) (success)
Tactic call cbn ran for 0.029 secs (0.029u,0.s) (success)
Params: n= 365 , #replace-transaction=record
Finished transaction in 0.46 secs (0.46u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.088 secs (0.088u,0.s) (success)
Tactic call cbn ran for 0.03 secs (0.03u,0.s) (success)
Params: n= 370 , #replace-transaction=record
Finished transaction in 0.478 secs (0.478u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.079 secs (0.079u,0.s) (success)
Tactic call cbn ran for 0.029 secs (0.029u,0.s) (success)
Params: n= 375 , #replace-transaction=record
Finished transaction in 0.48 secs (0.48u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.081 secs (0.081u,0.s) (success)
Tactic call cbn ran for 0.03 secs (0.03u,0.s) (success)
Params: n= 380 , #replace-transaction=record
Finished transaction in 0.501 secs (0.501u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.083 secs (0.083u,0.s) (success)
Tactic call cbn ran for 0.032 secs (0.032u,0.s) (success)
Params: n= 385 , #replace-transaction=record
Finished transaction in 0.526 secs (0.526u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.085 secs (0.085u,0.s) (success)
Tactic call cbn ran for 0.033 secs (0.033u,0.s) (success)
Params: n= 390 , #replace-transaction=record
Finished transaction in 0.535 secs (0.535u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.088 secs (0.088u,0.s) (success)
Tactic call cbn ran for 0.037 secs (0.037u,0.s) (success)
Params: n= 395 , #replace-transaction=record
Finished transaction in 0.548 secs (0.548u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.09 secs (0.09u,0.s) (success)
Tactic call cbn ran for 0.036 secs (0.036u,0.s) (success)
Params: n= 400 , #replace-transaction=record
Finished transaction in 0.561 secs (0.561u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.092 secs (0.092u,0.s) (success)
Tactic call cbn ran for 0.036 secs (0.036u,0.s) (success)
Params: n= 405 , #replace-transaction=record
Finished transaction in 2.139 secs (2.095u,0.043s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.094 secs (0.094u,0.s) (success)
Tactic call cbn ran for 0.037 secs (0.037u,0.s) (success)
Params: n= 410 , #replace-transaction=record
Finished transaction in 0.573 secs (0.573u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.097 secs (0.093u,0.003s) (success)
Tactic call cbn ran for 0.039 secs (0.039u,0.s) (success)
Params: n= 415 , #replace-transaction=record
Finished transaction in 0.589 secs (0.589u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.1 secs (0.1u,0.s) (success)
Tactic call cbn ran for 0.044 secs (0.044u,0.s) (success)
Params: n= 420 , #replace-transaction=record
Finished transaction in 0.603 secs (0.603u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.102 secs (0.102u,0.s) (success)
Tactic call cbn ran for 0.039 secs (0.039u,0.s) (success)
Params: n= 425 , #replace-transaction=record
Finished transaction in 0.626 secs (0.626u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.104 secs (0.104u,0.s) (success)
Tactic call cbn ran for 0.045 secs (0.045u,0.s) (success)
Params: n= 430 , #replace-transaction=record
Finished transaction in 0.641 secs (0.641u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.107 secs (0.107u,0.s) (success)
Tactic call cbn ran for 0.042 secs (0.042u,0.s) (success)
Params: n= 435 , #replace-transaction=record
Finished transaction in 0.688 secs (0.688u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.109 secs (0.109u,0.s) (success)
Tactic call cbn ran for 0.045 secs (0.045u,0.s) (success)
Params: n= 440 , #replace-transaction=record
Finished transaction in 0.675 secs (0.675u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.111 secs (0.111u,0.s) (success)
Tactic call cbn ran for 0.043 secs (0.043u,0.s) (success)
Params: n= 445 , #replace-transaction=record
Finished transaction in 0.713 secs (0.713u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.114 secs (0.114u,0.s) (success)
Tactic call cbn ran for 0.046 secs (0.046u,0.s) (success)
Params: n= 450 , #replace-transaction=record
Finished transaction in 0.727 secs (0.727u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.117 secs (0.117u,0.s) (success)
Tactic call cbn ran for 0.05 secs (0.05u,0.s) (success)
Params: n= 500 , #replace-transaction=record
Finished transaction in 3.709 secs (3.661u,0.047s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.163 secs (0.163u,0.s) (success)
Tactic call cbn ran for 0.038 secs (0.038u,0.s) (success)
Params: n= 600 , #replace-transaction=record
Finished transaction in 1.253 secs (1.253u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.208 secs (0.208u,0.s) (success)
Tactic call cbn ran for 0.074 secs (0.074u,0.s) (success)
Params: n= 700 , #replace-transaction=record
Finished transaction in 1.76 secs (1.76u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.303 secs (0.303u,0.s) (success)
Tactic call cbn ran for 0.071 secs (0.071u,0.s) (success)
Params: n= 800 , #replace-transaction=record
Finished transaction in 2.445 secs (2.445u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.407 secs (0.404u,0.003s) (success)
Tactic call cbn ran for 0.067 secs (0.067u,0.s) (success)
Params: n= 900 , #replace-transaction=record
Finished transaction in 3.313 secs (3.297u,0.015s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.577 secs (0.577u,0.s) (success)
Tactic call cbn ran for 0.019 secs (0.019u,0.s) (success)
Params: n= 1000 , #replace-transaction=record
Finished transaction in 6.721 secs (6.605u,0.115s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.682 secs (0.682u,0.s) (success)
Tactic call cbn ran for 0.04 secs (0.04u,0.s) (success)
Params: n= 1100 , #replace-transaction=record
Finished transaction in 4.716 secs (4.716u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.825 secs (0.825u,0.s) (success)
Tactic call cbn ran for 0.05 secs (0.05u,0.s) (success)
Params: n= 1200 , #replace-transaction=record
Finished transaction in 5.724 secs (5.724u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 0.975 secs (0.975u,0.s) (success)
Tactic call cbn ran for 0.034 secs (0.034u,0.s) (success)
Params: n= 1300 , #replace-transaction=record
Finished transaction in 9.873 secs (9.693u,0.18s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 1.124 secs (1.124u,0.s) (success)
Tactic call cbn ran for 0.047 secs (0.047u,0.s) (success)
Params: n= 1400 , #replace-transaction=record
Finished transaction in 6.737 secs (6.737u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 1.323 secs (1.323u,0.s) (success)
Tactic call cbn ran for 0.034 secs (0.034u,0.s) (success)
Params: n= 1500 , #replace-transaction=record
Finished transaction in 8.039 secs (8.039u,0.s) (successful)
Tactic call build ran for 0. secs (0.u,0.s)
Tactic call assert ran for 0. secs (0.u,0.s) (success)
Tactic call destruct ran for 1.507 secs (1.507u,0.s) (success)
Tactic call cbn ran for 0.051 secs (0.051u,0.s) (success)
