param-n,uconstr-I-1000-real,uconstr-I-1000-sys,uconstr-I-1000-user
3044,0.124,0.,0.124
3045,0.124,0.,0.124
3046,0.124,0.,0.124
3047,0.124,0.,0.124
3048,0.125,0.,0.125
3049,0.126,0.,0.126
3050,0.125,0.,0.125
3051,0.124,0.,0.124
3052,0.124,0.,0.124
3053,0.126,0.,0.126
3054,0.124,0.,0.124
3055,0.124,0.,0.124
3056,0.124,0.,0.124
3057,0.124,0.,0.124
3058,0.125,0.,0.125
3059,0.124,0.,0.124
3060,0.124,0.,0.124
3061,0.124,0.,0.124
3062,0.124,0.,0.124
3063,0.124,0.,0.124
3064,0.124,0.,0.124
3065,0.126,0.,0.126
3066,0.124,0.,0.124
3067,0.125,0.,0.125
3068,0.125,0.,0.125
3069,0.125,0.,0.125
3070,0.125,0.,0.125
3071,0.125,0.,0.125
3072,0.125,0.,0.125
3073,0.125,0.,0.125
3074,0.126,0.,0.126
3075,0.124,0.,0.124
3076,0.125,0.,0.125
3077,0.125,0.,0.125
3078,0.125,0.,0.125
3079,0.125,0.,0.125
3080,0.125,0.,0.125
3081,0.126,0.,0.126
3082,0.126,0.,0.126
3083,0.125,0.,0.125
3084,0.125,0.,0.125
3085,0.125,0.,0.125
3086,0.125,0.,0.125
3087,0.125,0.,0.125
3088,0.125,0.,0.125
3089,0.126,0.,0.126
3090,0.125,0.,0.125
3091,0.127,0.,0.127
3092,0.127,0.,0.127
3093,0.125,0.,0.125
3094,0.127,0.003,0.123
3095,0.125,0.,0.125
3096,0.125,0.,0.125
3097,0.126,0.,0.126
3098,0.126,0.,0.126
3099,0.125,0.,0.125
3100,0.126,0.,0.126
3101,0.126,0.,0.126
3102,0.126,0.,0.126
3103,0.127,0.,0.127
3104,0.126,0.,0.126
3105,0.126,0.,0.126
3106,0.126,0.,0.126
3107,0.126,0.,0.126
3108,0.126,0.,0.126
3109,0.126,0.,0.126
3110,0.126,0.,0.126
3111,0.126,0.,0.126
3112,0.127,0.,0.127
3113,0.127,0.,0.127
3114,0.127,0.,0.127
3115,0.126,0.,0.126
3116,0.126,0.,0.126
3117,0.127,0.,0.127
3118,0.127,0.,0.127
3119,0.126,0.,0.126
3120,0.126,0.,0.126
3121,0.126,0.,0.126
3122,0.127,0.003,0.123
3123,0.127,0.,0.127
3124,0.126,0.,0.126
3125,0.128,0.,0.128
3126,0.128,0.,0.128
3127,0.128,0.,0.128
3128,0.126,0.,0.126
3129,0.127,0.,0.127
3130,0.126,0.,0.126
3131,0.127,0.,0.127
3132,0.126,0.,0.126
3133,0.127,0.,0.127
3134,0.127,0.,0.127
3135,0.127,0.,0.127
3136,0.127,0.,0.127
3137,0.127,0.,0.127
3138,0.128,0.,0.128
3139,0.128,0.,0.128
3140,0.127,0.,0.127
3141,0.127,0.,0.127
3142,0.128,0.,0.128
3143,0.128,0.,0.128
3144,0.128,0.,0.128
3145,0.128,0.,0.128
3146,0.127,0.,0.127
3147,0.127,0.,0.127
3148,0.128,0.,0.128
3149,0.128,0.,0.128
3150,0.128,0.,0.128
3151,0.128,0.,0.128
3152,0.128,0.003,0.124
3153,0.129,0.,0.129
3154,0.128,0.,0.128
3155,0.129,0.,0.129
3156,0.128,0.,0.128
3157,0.127,0.,0.127
3158,0.127,0.,0.127
3159,0.128,0.,0.128
3160,0.128,0.,0.128
3161,0.128,0.,0.128
3162,0.128,0.,0.128
3163,0.128,0.,0.128
3164,0.128,0.,0.128
3165,0.129,0.,0.129
3166,0.13,0.,0.13
3167,0.128,0.,0.128
3168,0.129,0.,0.129
3169,0.129,0.,0.129
3170,0.129,0.,0.129
3171,0.128,0.,0.128
3172,0.129,0.,0.129
3173,0.128,0.,0.128
3174,0.128,0.,0.128
3175,0.129,0.,0.129
3176,0.128,0.,0.128
3177,0.129,0.,0.129
3178,0.129,0.,0.129
3179,0.129,0.,0.129
3180,0.129,0.,0.129
3181,0.129,0.,0.129
3182,0.129,0.,0.129
3183,0.129,0.,0.129
3184,0.129,0.,0.129
3185,0.129,0.,0.129
3186,0.129,0.,0.129
3187,0.129,0.,0.129
3188,0.13,0.,0.13
3189,0.129,0.,0.129
3190,0.129,0.,0.129
3191,0.13,0.,0.13
3192,0.13,0.,0.13
3193,0.13,0.,0.13
3194,0.13,0.,0.13
3195,0.129,0.,0.129
3196,0.13,0.,0.13
3197,0.13,0.,0.13
3198,0.13,0.,0.13
3199,0.129,0.,0.129
3200,0.13,0.,0.13
3201,0.131,0.,0.131
3202,0.13,0.,0.13
3203,0.129,0.,0.129
3204,0.129,0.,0.129
3205,0.13,0.,0.13
3206,0.129,0.,0.129
3207,0.13,0.,0.13
3208,0.131,0.,0.131
3209,0.131,0.,0.131
3210,0.13,0.,0.13
3211,0.129,0.,0.129
3212,0.129,0.,0.129
3213,0.13,0.,0.13
3214,0.13,0.,0.13
3215,0.129,0.,0.129
3216,0.131,0.,0.131
3217,0.13,0.,0.13
3218,0.13,0.,0.13
3219,0.13,0.,0.13
3220,0.13,0.,0.13
3221,0.13,0.,0.13
3222,0.131,0.,0.131
3223,0.131,0.,0.131
3224,0.131,0.,0.131
3225,0.131,0.,0.131
3226,0.13,0.,0.13
3227,0.131,0.,0.131
3228,0.131,0.,0.131
3229,0.13,0.,0.13
3230,0.131,0.,0.131
3231,0.131,0.,0.131
3232,0.131,0.,0.131
3233,0.131,0.,0.131
3234,0.131,0.,0.131
3235,0.131,0.,0.131
3236,0.131,0.,0.131
3237,0.132,0.,0.132
3238,0.131,0.,0.131
3239,0.13,0.,0.13
3240,0.131,0.,0.131
3241,0.131,0.,0.131
3242,0.131,0.,0.131
3243,0.132,0.,0.132
3244,0.131,0.,0.131
3245,0.132,0.,0.132
3246,0.131,0.,0.131
3247,0.131,0.,0.131
3248,0.132,0.,0.132
3249,0.132,0.,0.132
3250,0.131,0.,0.131
3251,0.131,0.,0.131
3252,0.131,0.,0.131
3253,0.132,0.,0.132
3254,0.132,0.,0.132
3255,0.131,0.,0.131
3256,0.131,0.,0.131
3257,0.131,0.,0.131
3258,0.131,0.,0.131
3259,0.133,0.,0.133
3260,0.131,0.,0.131
3261,0.133,0.,0.133
3262,0.133,0.,0.133
3263,0.132,0.,0.132
3264,0.132,0.,0.132
3265,0.133,0.,0.133
3266,0.132,0.,0.132
3267,0.132,0.,0.132
3268,0.133,0.,0.133
3269,0.132,0.,0.132
3270,0.133,0.,0.133
3271,0.131,0.,0.131
3272,0.132,0.,0.132
3273,0.132,0.,0.132
3274,0.132,0.,0.132
3275,0.132,0.,0.132
3276,0.132,0.,0.132
3277,0.134,0.,0.134
3278,0.132,0.,0.132
3279,0.133,0.,0.133
3280,0.132,0.,0.132
3281,0.133,0.,0.133
3282,0.133,0.,0.133
3283,0.133,0.,0.133
3284,0.133,0.,0.133
3285,0.133,0.,0.133
3286,0.132,0.,0.132
3287,0.132,0.,0.132
3288,0.132,0.,0.132
3289,0.133,0.,0.133
3290,0.133,0.,0.133
3291,0.133,0.,0.133
3292,0.134,0.,0.134
3293,0.133,0.,0.133
3294,0.133,0.,0.133
3295,0.134,0.,0.134
3296,0.133,0.,0.133
3297,0.133,0.,0.133
3298,0.133,0.,0.133
3299,0.133,0.,0.133
3300,0.133,0.,0.133
3301,0.133,0.,0.133
3302,0.134,0.,0.134
3303,0.133,0.,0.133
3304,0.134,0.,0.134
3305,0.134,0.,0.134
3306,0.135,0.,0.135
3307,0.134,0.,0.134
3308,0.133,0.,0.133
3309,0.133,0.,0.133
3310,0.133,0.,0.133
3311,0.134,0.,0.134
3312,0.133,0.,0.133
3313,0.133,0.,0.133
3314,0.134,0.,0.134
3315,0.133,0.,0.133
3316,0.134,0.,0.134
3317,0.134,0.,0.134
3318,0.134,0.,0.134
3319,0.134,0.,0.134
3320,0.134,0.,0.134
3321,0.134,0.,0.134
3322,0.134,0.,0.134
3323,0.135,0.,0.135
3324,0.134,0.,0.134
3325,0.135,0.,0.135
3326,0.135,0.,0.135
3327,0.134,0.,0.134
3328,0.135,0.,0.135
3329,0.134,0.,0.134
3330,0.135,0.,0.135
3331,0.135,0.,0.135
3332,0.135,0.,0.135
3333,0.135,0.,0.135
3334,0.135,0.,0.135
3335,0.135,0.,0.135
3336,0.135,0.,0.135
3337,0.134,0.,0.134
3338,0.134,0.,0.134
3339,0.135,0.,0.135
3340,0.135,0.,0.135
3341,0.134,0.,0.134
3342,0.134,0.,0.134
3343,0.135,0.,0.135
3344,0.136,0.,0.136
3345,0.135,0.,0.135
3346,0.134,0.,0.134
3347,0.135,0.,0.135
3348,0.136,0.,0.136
3349,0.135,0.,0.135
3350,0.135,0.,0.135
3351,0.135,0.,0.135
3352,0.136,0.,0.136
3353,0.135,0.,0.135
3354,0.135,0.,0.135
3355,0.135,0.,0.135
3356,0.136,0.,0.136
3357,0.136,0.,0.136
3358,0.136,0.,0.136
3359,0.136,0.,0.136
3360,0.136,0.,0.136
3361,0.135,0.,0.135
3362,0.135,0.,0.135
3363,0.135,0.,0.135
3364,0.136,0.,0.136
3365,0.137,0.,0.137
3366,0.136,0.,0.136
3367,0.136,0.,0.136
3368,0.136,0.,0.136
3369,0.136,0.,0.136
3370,0.136,0.,0.136
3371,0.136,0.,0.136
3372,0.136,0.,0.136
3373,0.136,0.,0.136
3374,0.136,0.,0.136
3375,0.136,0.,0.136
3376,0.136,0.,0.136
3377,0.136,0.,0.136
3378,0.136,0.,0.136
3379,0.136,0.,0.136
3380,0.136,0.,0.136
3381,0.137,0.,0.137
3382,0.136,0.,0.136
3383,0.136,0.,0.136
3384,0.136,0.,0.136
3385,0.136,0.,0.136
3386,0.136,0.,0.136
3387,0.136,0.,0.136
3388,0.136,0.,0.136
3389,0.137,0.,0.137
3390,0.137,0.,0.137
3391,0.137,0.,0.137
3392,0.138,0.,0.138
3393,0.137,0.,0.137
3394,0.137,0.,0.137
3395,0.136,0.,0.136
3396,0.137,0.,0.137
3397,0.137,0.,0.137
3398,0.138,0.,0.138
3399,0.136,0.,0.136
3400,0.137,0.,0.137
3401,0.137,0.,0.137
3402,0.137,0.,0.137
3403,0.138,0.,0.138
3404,0.136,0.,0.136
3405,0.137,0.,0.138
3406,0.137,0.,0.137
3407,0.137,0.,0.137
3408,0.138,0.,0.138
3409,0.138,0.,0.138
3410,0.138,0.,0.138
3411,0.138,0.,0.138
3412,0.137,0.,0.137
3413,0.137,0.,0.137
3414,0.138,0.,0.138
3415,0.138,0.,0.138
3416,0.138,0.,0.138
3417,0.138,0.,0.138
3418,0.138,0.,0.138
3419,0.138,0.,0.138
3420,0.137,0.,0.137
3421,0.137,0.,0.137
3422,0.138,0.,0.138
3423,0.138,0.,0.138
3424,0.138,0.,0.138
3425,0.138,0.,0.138
3426,0.138,0.,0.138
3427,0.138,0.,0.138
3428,0.137,0.,0.137
3429,0.137,0.,0.137
3430,0.138,0.,0.138
3431,0.139,0.,0.139
3432,0.139,0.,0.139
3433,0.138,0.,0.138
3434,0.138,0.,0.138
3435,0.138,0.,0.138
3436,0.138,0.,0.138
3437,0.139,0.,0.139
3438,0.139,0.,0.139
3439,0.138,0.,0.138
3440,0.138,0.,0.138
3441,0.138,0.,0.138
3442,0.139,0.,0.139
3443,0.138,0.,0.138
3444,0.139,0.,0.139
3445,0.139,0.,0.139
3446,0.14,0.,0.14
3447,0.139,0.,0.139
3448,0.139,0.,0.139
3449,0.139,0.,0.139
3450,0.139,0.,0.139
3451,0.139,0.,0.139
3452,0.138,0.,0.138
3453,0.138,0.,0.138
3454,0.139,0.,0.139
3455,0.139,0.,0.139
3456,0.14,0.,0.14
3457,0.14,0.,0.14
3458,0.139,0.,0.139
3459,0.139,0.,0.139
3460,0.14,0.,0.14
3461,0.139,0.,0.139
3462,0.139,0.,0.139
3463,0.14,0.,0.14
3464,0.139,0.,0.139
3465,0.139,0.,0.139
3466,0.14,0.,0.14
3467,0.141,0.,0.141
3468,0.139,0.,0.139
3469,0.14,0.,0.14
3470,0.139,0.,0.139
3471,0.139,0.,0.139
3472,0.14,0.,0.14
3473,0.14,0.,0.14
3474,0.14,0.,0.14
3475,0.14,0.,0.14
3476,0.14,0.,0.14
3477,0.14,0.,0.14
3478,0.14,0.,0.14
3479,0.14,0.,0.14
3480,0.141,0.,0.141
3481,0.141,0.,0.141
3482,0.14,0.,0.14
3483,0.141,0.,0.141
3484,0.14,0.,0.14
3485,0.14,0.,0.14
3486,0.14,0.,0.14
3487,0.14,0.,0.14
3488,0.14,0.,0.14
3489,0.14,0.,0.14
3490,0.141,0.,0.141
3491,0.141,0.,0.141
3492,0.14,0.,0.14
3493,0.142,0.,0.142
3494,0.14,0.,0.14
3495,0.141,0.,0.141
3496,0.14,0.,0.14
3497,0.141,0.,0.141
3498,0.141,0.,0.141
3499,0.14,0.,0.14
3500,0.14,0.,0.14
3501,0.141,0.,0.141
3502,0.141,0.,0.141
3503,0.14,0.,0.14
3504,0.141,0.,0.141
3505,0.141,0.,0.141
3506,0.14,0.,0.14
3507,0.142,0.,0.142
3508,0.14,0.,0.14
3509,0.141,0.,0.141
3510,0.141,0.,0.141
3511,0.141,0.,0.141
3512,0.141,0.,0.141
3513,0.141,0.,0.141
3514,0.142,0.,0.142
3515,0.141,0.,0.141
3516,0.141,0.,0.141
3517,0.142,0.,0.142
3518,0.142,0.,0.142
3519,0.142,0.,0.142
3520,0.141,0.,0.141
3521,0.141,0.,0.141
3522,0.141,0.,0.141
3523,0.142,0.,0.142
3524,0.141,0.,0.141
3525,0.141,0.,0.141
3526,0.142,0.,0.142
3527,0.141,0.,0.141
3528,0.141,0.,0.141
3529,0.143,0.,0.143
3530,0.141,0.,0.141
3531,0.142,0.,0.142
3532,0.141,0.,0.141
3533,0.142,0.,0.142
3534,0.142,0.,0.142
3535,0.141,0.,0.141
3536,0.142,0.,0.142
3537,0.142,0.,0.142
3538,0.143,0.,0.143
3539,0.142,0.,0.142
3540,0.142,0.,0.142
3541,0.141,0.,0.141
3542,0.142,0.,0.142
3543,0.143,0.,0.143
3544,0.143,0.,0.143
3545,0.142,0.,0.142
3546,0.143,0.,0.143
3547,0.142,0.,0.142
3548,0.143,0.,0.143
3549,0.142,0.,0.142
3550,0.142,0.,0.142
3551,0.142,0.,0.142
3552,0.143,0.,0.143
3553,0.142,0.,0.142
3554,0.143,0.,0.143
3555,0.142,0.,0.142
3556,0.142,0.,0.142
3557,0.142,0.,0.142
3558,0.143,0.,0.143
3559,0.144,0.,0.144
3560,0.143,0.,0.143
3561,0.144,0.,0.144
3562,0.143,0.,0.143
3563,0.143,0.,0.143
3564,0.143,0.,0.143
3565,0.144,0.,0.144
3566,0.143,0.,0.143
3567,0.142,0.,0.142
3568,0.143,0.,0.143
3569,0.143,0.,0.143
3570,0.143,0.,0.143
3571,0.144,0.,0.144
3572,0.143,0.,0.143
3573,0.143,0.,0.143
3574,0.143,0.,0.143
3575,0.143,0.,0.143
3576,0.144,0.,0.144
3577,0.144,0.,0.144
3578,0.143,0.,0.143
3579,0.144,0.,0.144
3580,0.143,0.,0.143
3581,0.144,0.,0.144
3582,0.145,0.,0.145
3583,0.144,0.,0.144
3584,0.144,0.,0.144
3585,0.144,0.,0.145
3586,0.144,0.,0.144
3587,0.144,0.,0.144
3588,0.144,0.,0.144
3589,0.144,0.,0.144
3590,0.144,0.,0.144
3591,0.144,0.,0.144
3592,0.144,0.,0.144
3593,0.144,0.,0.144
3594,0.144,0.,0.144
3595,0.144,0.,0.144
3596,0.144,0.,0.144
3597,0.144,0.,0.144
3598,0.145,0.,0.145
3599,0.144,0.,0.144
3600,0.145,0.,0.145
3601,0.144,0.,0.144
3602,0.144,0.,0.144
3603,0.145,0.,0.145
3604,0.144,0.,0.144
3605,0.145,0.,0.145
3606,0.144,0.,0.144
3607,0.146,0.,0.146
3608,0.145,0.,0.145
3609,0.145,0.,0.145
3610,0.145,0.,0.145
3611,0.144,0.,0.144
3612,0.145,0.,0.145
3613,0.146,0.,0.146
3614,0.146,0.,0.146
3615,0.145,0.,0.145
3616,0.145,0.,0.145
3617,0.145,0.,0.145
3618,0.145,0.,0.145
3619,0.145,0.,0.145
3620,0.145,0.,0.145
3621,0.146,0.,0.146
3622,0.146,0.,0.146
3623,0.145,0.,0.145
3624,0.145,0.,0.145
3625,0.146,0.,0.146
3626,0.146,0.,0.146
3627,0.145,0.,0.145
3628,0.145,0.,0.145
3629,0.147,0.,0.147
3630,0.145,0.,0.145
3631,0.146,0.,0.146
3632,0.145,0.,0.145
3633,0.146,0.,0.146
3634,0.145,0.,0.145
3635,0.146,0.,0.146
3636,0.146,0.,0.146
3637,0.146,0.,0.146
3638,0.146,0.,0.146
3639,0.146,0.,0.146
3640,0.146,0.,0.146
3641,0.146,0.,0.146
3642,0.146,0.,0.146
3643,0.146,0.,0.146
3644,0.146,0.,0.146
3645,0.147,0.,0.147
3646,0.146,0.,0.146
3647,0.147,0.,0.147
3648,0.147,0.,0.147
3649,0.147,0.,0.147
3650,0.147,0.,0.147
3651,0.146,0.,0.146
3652,0.147,0.,0.147
3653,0.147,0.,0.147
3654,0.147,0.,0.147
3655,0.147,0.,0.147
3656,0.146,0.,0.146
3657,0.147,0.,0.147
3658,0.146,0.,0.146
3659,0.146,0.,0.146
3660,0.147,0.,0.147
3661,0.147,0.,0.147
3662,0.147,0.,0.147
3663,0.147,0.,0.147
3664,0.147,0.,0.147
3665,0.147,0.,0.147
3666,0.148,0.,0.148
3667,0.148,0.,0.148
3668,0.148,0.,0.148
3669,0.147,0.003,0.143
3670,0.147,0.,0.147
3671,0.148,0.,0.148
3672,0.148,0.,0.148
3673,0.148,0.,0.148
3674,0.148,0.,0.148
3675,0.148,0.,0.148
3676,0.148,0.,0.148
3677,0.147,0.,0.147
3678,0.149,0.,0.149
3679,0.148,0.,0.148
3680,0.149,0.,0.149
3681,0.148,0.,0.148
3682,0.148,0.,0.148
3683,0.149,0.,0.149
3684,0.148,0.,0.148
3685,0.147,0.,0.147
3686,0.148,0.,0.148
3687,0.149,0.,0.149
3688,0.148,0.,0.148
3689,0.148,0.,0.148
3690,0.149,0.,0.149
3691,0.149,0.,0.149
3692,0.149,0.,0.149
3693,0.149,0.,0.149
3694,0.148,0.,0.148
3695,0.148,0.,0.148
3696,0.149,0.,0.149
3697,0.148,0.,0.148
3698,0.148,0.,0.148
3699,0.148,0.,0.148
3700,0.148,0.,0.148
3701,0.149,0.,0.149
3702,0.149,0.,0.149
3703,0.148,0.,0.148
3704,0.149,0.,0.149
3705,0.149,0.,0.149
3706,0.149,0.003,0.145
3707,0.149,0.,0.149
3708,0.149,0.,0.149
3709,0.149,0.,0.149
3710,0.15,0.,0.15
3711,0.149,0.,0.149
3712,0.15,0.,0.15
3713,0.149,0.,0.149
3714,0.149,0.,0.149
3715,0.149,0.,0.149
3716,0.149,0.,0.149
3717,0.149,0.,0.149
3718,0.149,0.,0.149
3719,0.15,0.,0.15
3720,0.149,0.,0.149
3721,0.15,0.,0.15
3722,0.15,0.,0.15
3723,0.15,0.,0.15
3724,0.149,0.,0.149
3725,0.149,0.,0.149
3726,0.149,0.,0.149
3727,0.149,0.,0.149
3728,0.15,0.,0.15
3729,0.149,0.,0.149
3730,0.15,0.,0.15
3731,0.15,0.,0.15
3732,0.149,0.,0.149
3733,0.15,0.,0.15
3734,0.151,0.,0.151
3735,0.15,0.,0.15
3736,0.15,0.,0.15
3737,0.15,0.,0.15
3738,0.15,0.,0.15
3739,0.15,0.,0.15
3740,0.151,0.,0.151
3741,0.15,0.,0.15
3742,0.15,0.,0.15
3743,0.15,0.,0.15
3744,0.151,0.,0.151
3745,0.15,0.,0.15
3746,0.151,0.,0.151
3747,0.151,0.,0.151
3748,0.15,0.,0.15
3749,0.15,0.,0.15
3750,0.15,0.,0.15
3751,0.151,0.,0.151
3752,0.15,0.,0.15
3753,0.151,0.,0.151
3754,0.15,0.,0.15
3755,0.151,0.,0.151
3756,0.152,0.,0.152
3757,0.151,0.,0.151
3758,0.151,0.,0.151
3759,0.151,0.,0.151
3760,0.15,0.,0.15
3761,0.152,0.,0.152
3762,0.15,0.,0.15
3763,0.151,0.,0.151
3764,0.151,0.,0.151
3765,0.152,0.,0.152
3766,0.151,0.,0.151
3767,0.151,0.,0.151
3768,0.151,0.,0.151
3769,0.151,0.,0.151
3770,0.151,0.,0.151
3771,0.151,0.,0.151
3772,0.15,0.,0.15
3773,0.152,0.,0.152
3774,0.152,0.,0.152
3775,0.152,0.,0.152
3776,0.151,0.,0.151
3777,0.152,0.,0.152
3778,0.151,0.,0.151
3779,0.151,0.,0.151
3780,0.152,0.,0.152
3781,0.151,0.,0.151
3782,0.152,0.,0.152
3783,0.152,0.,0.152
3784,0.152,0.,0.152
3785,0.152,0.,0.152
3786,0.152,0.,0.152
3787,0.151,0.,0.151
3788,0.152,0.,0.153
3789,0.153,0.,0.153
3790,0.152,0.,0.152
3791,0.152,0.,0.152
3792,0.152,0.,0.152
3793,0.152,0.,0.152
3794,0.152,0.,0.152
3795,0.153,0.,0.153
3796,0.153,0.,0.153
3797,0.151,0.,0.151
3798,0.152,0.,0.152
3799,0.152,0.,0.152
3800,0.152,0.,0.152
3801,0.153,0.,0.153
3802,0.152,0.,0.152
3803,0.153,0.,0.153
3804,0.152,0.,0.152
3805,0.152,0.,0.152
3806,0.153,0.,0.153
3807,0.153,0.,0.152
3808,0.153,0.,0.153
3809,0.153,0.,0.153
3810,0.152,0.,0.152
3811,0.152,0.,0.152
3812,0.152,0.,0.152
3813,0.152,0.,0.152
3814,0.153,0.,0.153
3815,0.153,0.,0.153
3816,0.153,0.,0.153
3817,0.154,0.,0.154
3818,0.154,0.,0.154
3819,0.154,0.,0.154
3820,0.153,0.,0.153
3821,0.153,0.,0.153
3822,0.154,0.,0.154
3823,0.154,0.,0.154
3824,0.153,0.,0.153
3825,0.153,0.,0.153
3826,0.153,0.,0.153
3827,0.154,0.,0.154
3828,0.153,0.,0.153
3829,0.153,0.,0.153
3830,0.154,0.,0.154
3831,0.153,0.,0.153
3832,0.153,0.,0.153
3833,0.154,0.,0.154
3834,0.153,0.,0.153
3835,0.154,0.,0.154
3836,0.153,0.,0.153
3837,0.154,0.,0.154
3838,0.154,0.,0.154
3839,0.154,0.,0.154
3840,0.154,0.,0.154
3841,0.154,0.,0.154
3842,0.154,0.,0.154
3843,0.154,0.,0.154
3844,0.154,0.004,0.15
3845,0.155,0.,0.155
3846,0.154,0.,0.154
3847,0.154,0.,0.154
3848,0.154,0.,0.154
3849,0.154,0.,0.154
3850,0.154,0.,0.154
3851,0.154,0.,0.154
3852,0.153,0.,0.153
3853,0.152,0.,0.152
3854,0.152,0.,0.152
3855,0.153,0.,0.153
3856,0.153,0.,0.153
3857,0.153,0.,0.153
3858,0.153,0.,0.153
3859,0.154,0.,0.154
3860,0.153,0.,0.153
3861,0.153,0.,0.153
3862,0.154,0.,0.154
3863,0.154,0.,0.154
3864,0.153,0.,0.153
3865,0.155,0.,0.155
3866,0.154,0.,0.154
3867,0.154,0.,0.154
3868,0.153,0.,0.153
3869,0.153,0.,0.153
3870,0.154,0.,0.154
3871,0.153,0.,0.153
3872,0.153,0.,0.153
3873,0.153,0.,0.153
3874,0.154,0.,0.154
3875,0.154,0.,0.154
3876,0.154,0.,0.154
3877,0.155,0.,0.155
3878,0.154,0.,0.154
3879,0.153,0.,0.153
3880,0.154,0.,0.154
3881,0.155,0.,0.155
3882,0.154,0.,0.154
3883,0.154,0.,0.154
3884,0.155,0.,0.155
3885,0.155,0.,0.155
3886,0.155,0.,0.155
3887,0.155,0.,0.155
3888,0.155,0.,0.155
3889,0.154,0.,0.154
3890,0.155,0.,0.155
3891,0.154,0.,0.154
3892,0.155,0.,0.155
3893,0.154,0.,0.154
3894,0.154,0.,0.154
3895,0.154,0.,0.154
3896,0.155,0.,0.155
3897,0.154,0.,0.154
3898,0.154,0.,0.154
3899,0.154,0.,0.154
3900,0.155,0.,0.155
3901,0.155,0.,0.155
3902,0.154,0.,0.154
3903,0.156,0.,0.156
3904,0.156,0.,0.156
3905,0.155,0.,0.155
3906,0.155,0.,0.155
3907,0.155,0.,0.155
3908,0.155,0.,0.155
3909,0.155,0.,0.155
3910,0.156,0.,0.156
3911,0.155,0.,0.155
3912,0.155,0.,0.155
3913,0.155,0.,0.155
3914,0.155,0.,0.155
3915,0.155,0.,0.155
3916,0.156,0.,0.156
3917,0.156,0.,0.156
3918,0.155,0.,0.155
3919,0.156,0.,0.156
3920,0.156,0.,0.156
3921,0.156,0.,0.156
3922,0.157,0.,0.157
3923,0.156,0.,0.156
3924,0.156,0.004,0.152
3925,0.155,0.,0.155
3926,0.156,0.,0.156
3927,0.155,0.,0.155
3928,0.157,0.,0.157
3929,0.156,0.,0.156
3930,0.155,0.,0.155
3931,0.157,0.,0.157
3932,0.156,0.,0.156
3933,0.156,0.,0.156
3934,0.157,0.,0.157
3935,0.157,0.,0.157
3936,0.156,0.,0.156
3937,0.156,0.,0.156
3938,0.156,0.,0.156
3939,0.156,0.,0.156
3940,0.156,0.,0.156
3941,0.156,0.,0.156
3942,0.156,0.,0.156
3943,0.156,0.,0.156
3944,0.156,0.003,0.152
3945,0.157,0.,0.157
3946,0.156,0.,0.156
3947,0.156,0.,0.156
3948,0.157,0.,0.157
3949,0.157,0.,0.157
3950,0.156,0.,0.156
3951,0.157,0.,0.157
3952,0.156,0.,0.156
3953,0.157,0.,0.157
3954,0.157,0.,0.157
3955,0.157,0.,0.157
3956,0.156,0.,0.156
3957,0.157,0.,0.157
3958,0.157,0.,0.157
3959,0.156,0.,0.156
3960,0.157,0.,0.157
3961,0.158,0.,0.158
3962,0.156,0.,0.156
3963,0.157,0.,0.157
3964,0.157,0.,0.157
3965,0.157,0.,0.157
3966,0.158,0.,0.158
3967,0.158,0.,0.158
3968,0.158,0.,0.158
3969,0.158,0.,0.158
3970,0.158,0.,0.158
3971,0.158,0.,0.158
3972,0.158,0.,0.158
3973,0.157,0.,0.157
3974,0.157,0.,0.157
3975,0.157,0.,0.157
3976,0.157,0.,0.157
3977,0.158,0.,0.158
3978,0.157,0.,0.157
3979,0.158,0.,0.158
3980,0.157,0.,0.157
3981,0.158,0.,0.158
3982,0.157,0.,0.157
3983,0.157,0.,0.157
3984,0.158,0.,0.158
3985,0.158,0.,0.158
3986,0.158,0.,0.158
3987,0.158,0.,0.158
3988,0.158,0.,0.158
3989,0.158,0.,0.158
3990,0.158,0.,0.158
3991,0.158,0.,0.158
3992,0.158,0.,0.158
3993,0.158,0.,0.158
3994,0.158,0.,0.158
3995,0.158,0.,0.158
3996,0.158,0.,0.158
3997,0.158,0.003,0.154
3998,0.158,0.,0.158
3999,0.158,0.,0.158
