param-n,constr-final-goal-make-final-goal-real,constr-final-goal-make-final-goal-sys,constr-final-goal-make-final-goal-user,eta-cast-pf-real,eta-cast-pf-sys,eta-cast-pf-user,eta-constr-pf-real,eta-constr-pf-sys,eta-constr-pf-user,eta-make-let-ins-real,eta-make-let-ins-sys,eta-make-let-ins-user,eta-make-pf-real,eta-make-pf-sys,eta-make-pf-user,eta-refine-real,eta-refine-sys,eta-refine-user,eta-refine-and-close-real,eta-refine-and-close-sys,eta-refine-and-close-user,everything-real,everything-sys,everything-user,make-Build-T-real,make-Build-T-sys,make-Build-T-user,make-T-real,make-T-sys,make-T-user,make-T-eta-real,make-T-eta-sys,make-T-eta-user,make-T-projs-real,make-T-projs-sys,make-T-projs-user,make-T-rect-real,make-T-rect-sys,make-T-rect-user,make-Ts-real,make-Ts-sys,make-Ts-user,make-f-ty-real,make-f-ty-sys,make-f-ty-user,making-real,making-sys,making-user
76,0.,0.,0.,0.026,0.,0.025,0.004,0.,0.004,0.202,0.,0.202,0.029,0.,0.029,0.,0.,0.,0.003,0.,0.003,1.223,0.,1.222,0.017,0.,0.017,0.,0.,0.,0.293,0.,0.292,0.257,0.,0.256,0.026,0.,0.026,0.622,0.,0.622,0.019,0.,0.019,1.217,0.,1.216
77,0.,0.,0.,0.041,0.,0.041,0.004,0.,0.004,0.207,0.,0.207,0.033,0.,0.033,0.,0.,0.,0.001,0.,0.001,1.307,0.,1.305,0.027,0.,0.027,0.,0.,0.,0.316,0.,0.316,0.266,0.,0.266,0.026,0.,0.026,0.661,0.,0.661,0.019,0.,0.019,1.301,0.,1.299
78,0.,0.,0.,0.027,0.,0.027,0.018,0.,0.018,0.24,0.,0.24,0.023,0.,0.023,0.,0.,0.,0.001,0.,0.001,1.423,0.,1.423,0.017,0.,0.017,0.,0.,0.,0.36,0.,0.36,0.294,0.,0.294,0.027,0.,0.027,0.716,0.,0.716,0.02,0.,0.02,1.417,0.,1.417
79,0.,0.,0.,0.038,0.,0.038,0.005,0.,0.005,0.248,0.,0.248,0.036,0.,0.036,0.,0.,0.,0.001,0.,0.001,1.487,0.,1.487,0.017,0.,0.017,0.,0.,0.,0.358,0.,0.358,0.31,0.,0.309,0.028,0.,0.028,0.766,0.,0.766,0.02,0.,0.02,1.481,0.,1.481
80,0.,0.,0.,0.033,0.,0.033,0.005,0.,0.005,0.25,0.,0.25,0.023,0.,0.023,0.,0.,0.,0.003,0.,0.001,1.517,0.,1.515,0.018,0.,0.018,0.,0.,0.,0.355,0.,0.354,0.319,0.,0.319,0.028,0.,0.028,0.786,0.,0.786,0.021,0.,0.02,1.51,0.,1.508
81,0.,0.,0.,0.041,0.,0.041,0.005,0.,0.005,0.276,0.,0.275,0.029,0.,0.029,0.,0.,0.,0.001,0.,0.001,1.648,0.,1.646,0.018,0.,0.018,0.,0.,0.,0.389,0.,0.389,0.351,0.,0.35,0.028,0.,0.028,0.854,0.,0.853,0.02,0.,0.02,1.641,0.,1.64
82,0.,0.,0.,0.043,0.,0.043,0.005,0.,0.005,0.295,0.,0.295,0.024,0.,0.024,0.,0.,0.,0.001,0.,0.001,1.713,0.,1.711,0.019,0.,0.019,0.,0.,0.,0.416,0.,0.416,0.353,0.,0.353,0.028,0.,0.028,0.887,0.,0.886,0.021,0.,0.021,1.706,0.,1.704
83,0.,0.,0.,0.051,0.,0.051,0.005,0.,0.005,0.303,0.,0.303,0.038,0.,0.038,0.,0.,0.,0.001,0.,0.001,1.818,0.,1.816,0.029,0.,0.029,0.,0.,0.,0.431,0.,0.431,0.374,0.,0.374,0.029,0.,0.029,0.945,0.,0.944,0.021,0.,0.021,1.811,0.,1.809
84,0.,0.,0.,0.045,0.,0.045,0.005,0.,0.005,0.391,0.,0.39,0.034,0.,0.034,0.,0.,0.,0.001,0.,0.001,1.979,0.,1.976,0.019,0.,0.019,0.,0.,0.,0.511,0.,0.51,0.416,0.,0.416,0.03,0.,0.03,0.992,0.,0.991,0.023,0.,0.023,1.972,0.,1.97
85,0.,0.,0.,0.047,0.,0.047,0.005,0.,0.005,0.395,0.004,0.391,0.03,0.,0.03,0.,0.,0.,0.001,0.,0.001,2.054,0.008,2.044,0.021,0.,0.021,0.,0.,0.,0.519,0.004,0.515,0.424,0.003,0.42,0.03,0.,0.03,1.05,0.,1.049,0.022,0.,0.022,2.047,0.008,2.037
86,0.,0.,0.,0.047,0.,0.047,0.005,0.,0.005,0.36,0.003,0.356,0.03,0.,0.03,0.,0.,0.,0.001,0.,0.001,2.07,0.007,2.06,0.028,0.,0.028,0.,0.,0.,0.485,0.003,0.481,0.445,0.003,0.44,0.03,0.,0.03,1.073,0.,1.072,0.022,0.,0.022,2.063,0.007,2.053
87,0.,0.,0.,0.044,0.,0.044,0.005,0.,0.005,0.405,0.,0.405,0.038,0.,0.038,0.,0.,0.,0.001,0.,0.001,2.219,0.,2.217,0.021,0.,0.021,0.,0.,0.,0.528,0.,0.528,0.507,0.,0.506,0.031,0.,0.03,1.123,0.,1.122,0.023,0.,0.023,2.212,0.,2.21
88,0.,0.,0.,0.05,0.,0.05,0.006,0.,0.006,0.449,0.,0.449,0.038,0.,0.038,0.,0.,0.,0.002,0.,0.002,2.351,0.,2.349,0.022,0.,0.022,0.,0.,0.,0.606,0.,0.605,0.5,0.,0.5,0.032,0.,0.032,1.181,0.,1.18,0.024,0.,0.024,2.344,0.,2.342
89,0.,0.,0.,0.049,0.,0.049,0.005,0.,0.005,0.456,0.,0.455,0.041,0.,0.041,0.,0.,0.,0.001,0.,0.001,2.51,0.,2.508,0.022,0.,0.022,0.,0.,0.,0.609,0.,0.608,0.525,0.,0.525,0.032,0.,0.032,1.312,0.,1.311,0.024,0.,0.024,2.503,0.,2.5
90,0.,0.,0.,0.051,0.,0.051,0.005,0.,0.005,0.457,0.,0.457,0.031,0.,0.031,0.,0.,0.,0.002,0.,0.002,2.558,0.,2.555,0.023,0.,0.023,0.,0.,0.,0.59,0.,0.59,0.565,0.,0.564,0.033,0.,0.033,1.338,0.,1.336,0.024,0.,0.024,2.551,0.,2.548
91,0.,0.,0.,0.048,0.,0.048,0.005,0.,0.005,0.491,0.,0.49,0.036,0.,0.036,0.,0.,0.,0.002,0.,0.002,2.658,0.,2.655,0.022,0.,0.022,0.,0.,0.,0.619,0.,0.618,0.615,0.,0.615,0.032,0.,0.032,1.358,0.,1.357,0.024,0.,0.024,2.65,0.,2.647
92,0.,0.,0.,0.062,0.,0.062,0.006,0.,0.006,0.507,0.,0.507,0.028,0.,0.028,0.,0.,0.,0.002,0.,0.002,2.756,0.,2.753,0.024,0.,0.024,0.,0.,0.,0.652,0.,0.651,0.596,0.,0.595,0.034,0.,0.034,1.44,0.,1.438,0.025,0.,0.025,2.748,0.,2.745
93,0.,0.,0.,0.056,0.,0.056,0.006,0.,0.006,0.548,0.,0.547,0.036,0.,0.036,0.,0.,0.,0.002,0.,0.002,2.864,0.004,2.857,0.03,0.,0.03,0.,0.,0.,0.687,0.,0.687,0.632,0.,0.631,0.035,0.,0.034,1.469,0.003,1.464,0.026,0.,0.026,2.856,0.004,2.849
94,0.,0.,0.,0.062,0.,0.062,0.017,0.,0.017,0.585,0.,0.584,0.028,0.,0.028,0.,0.,0.,0.002,0.,0.002,3.048,0.,3.045,0.024,0.,0.024,0.,0.,0.,0.739,0.,0.738,0.658,0.,0.657,0.035,0.,0.035,1.582,0.,1.58,0.026,0.,0.026,3.041,0.,3.038
95,0.,0.,0.,0.061,0.,0.061,0.006,0.,0.006,0.608,0.,0.608,0.037,0.003,0.033,0.,0.,0.,0.001,0.,0.001,3.202,0.007,3.191,0.032,0.,0.032,0.,0.,0.,0.758,0.003,0.753,0.684,0.,0.683,0.035,0.,0.035,1.683,0.003,1.677,0.027,0.,0.027,3.194,0.007,3.183
96,0.,0.,0.,0.06,0.,0.06,0.006,0.,0.006,0.604,0.007,0.596,0.032,0.,0.032,0.,0.,0.,0.002,0.,0.002,3.201,0.015,3.182,0.025,0.,0.025,0.,0.,0.,0.753,0.011,0.74,0.684,0.,0.684,0.035,0.,0.035,1.693,0.003,1.687,0.027,0.,0.027,3.193,0.015,3.174
97,0.,0.,0.,0.063,0.,0.063,0.006,0.,0.006,0.624,0.,0.623,0.029,0.,0.029,0.,0.,0.,0.002,0.,0.002,3.296,0.,3.293,0.028,0.,0.028,0.,0.,0.,0.767,0.,0.766,0.71,0.,0.709,0.036,0.,0.036,1.745,0.,1.743,0.027,0.,0.027,3.288,0.,3.285
98,0.,0.,0.,0.075,0.,0.075,0.006,0.,0.006,0.685,0.,0.683,0.043,0.,0.043,0.,0.,0.,0.002,0.,0.002,3.538,0.,3.527,0.027,0.,0.027,0.003,0.,0.003,0.857,0.,0.855,0.768,0.,0.765,0.037,0.,0.037,1.835,0.,1.83,0.028,0.,0.028,3.529,0.,3.519
99,0.,0.,0.,0.062,0.,0.062,0.006,0.,0.006,0.716,0.,0.715,0.037,0.,0.037,0.,0.,0.,0.002,0.,0.002,3.766,0.,3.758,0.033,0.,0.033,0.,0.,0.,0.887,0.,0.886,0.838,0.,0.837,0.037,0.,0.037,1.959,0.,1.953,0.028,0.,0.028,3.758,0.,3.75
