param-n,constr-final-goal-make-final-goal-real,constr-final-goal-make-final-goal-sys,constr-final-goal-make-final-goal-user,eta-cast-pf-real,eta-cast-pf-sys,eta-cast-pf-user,eta-constr-pf-real,eta-constr-pf-sys,eta-constr-pf-user,eta-make-let-ins-real,eta-make-let-ins-sys,eta-make-let-ins-user,eta-make-pf-real,eta-make-pf-sys,eta-make-pf-user,eta-refine-real,eta-refine-sys,eta-refine-user,eta-refine-and-close-real,eta-refine-and-close-sys,eta-refine-and-close-user,everything-real,everything-sys,everything-user,make-Build-T-real,make-Build-T-sys,make-Build-T-user,make-T-real,make-T-sys,make-T-user,make-T-eta-real,make-T-eta-sys,make-T-eta-user,make-T-projs-real,make-T-projs-sys,make-T-projs-user,make-T-rect-real,make-T-rect-sys,make-T-rect-user,make-Ts-real,make-Ts-sys,make-Ts-user,make-f-ty-real,make-f-ty-sys,make-f-ty-user,making-real,making-sys,making-user
72,0.,0.,0.,0.034,0.,0.034,0.004,0.,0.004,0.16,0.,0.16,0.021,0.,0.021,0.,0.,0.,0.001,0.,0.001,0.992,0.,0.991,0.015,0.,0.015,0.,0.,0.,0.272,0.,0.272,0.192,0.,0.192,0.024,0.,0.023,0.481,0.,0.48,0.017,0.,0.017,0.986,0.,0.985
73,0.,0.,0.,0.023,0.,0.023,0.004,0.,0.004,0.164,0.,0.163,0.032,0.,0.032,0.,0.,0.,0.001,0.,0.001,1.013,0.,1.012,0.015,0.,0.015,0.,0.,0.,0.254,0.,0.254,0.2,0.,0.2,0.023,0.,0.023,0.512,0.,0.511,0.017,0.,0.017,1.007,0.,1.006
74,0.,0.,0.,0.029,0.,0.029,0.004,0.,0.004,0.164,0.,0.164,0.032,0.004,0.028,0.,0.,0.,0.001,0.,0.001,1.079,0.007,1.07,0.015,0.,0.015,0.,0.,0.,0.257,0.004,0.253,0.237,0.003,0.233,0.024,0.,0.024,0.537,0.,0.537,0.018,0.,0.018,1.073,0.007,1.064
75,0.,0.,0.,0.029,0.,0.029,0.004,0.,0.004,0.175,0.,0.174,0.021,0.,0.021,0.,0.,0.,0.001,0.,0.001,1.091,0.,1.09,0.015,0.,0.015,0.,0.,0.,0.257,0.,0.257,0.222,0.,0.222,0.024,0.,0.024,0.564,0.,0.563,0.018,0.,0.018,1.085,0.,1.084
76,0.,0.,0.,0.036,0.,0.036,0.004,0.,0.004,0.195,0.,0.195,0.027,0.,0.027,0.,0.,0.,0.001,0.,0.001,1.178,0.003,1.172,0.016,0.,0.016,0.,0.,0.,0.298,0.,0.298,0.24,0.,0.24,0.025,0.,0.025,0.59,0.003,0.585,0.018,0.,0.018,1.171,0.003,1.166
77,0.,0.,0.,0.039,0.,0.038,0.004,0.,0.004,0.204,0.,0.203,0.022,0.,0.022,0.,0.,0.,0.001,0.,0.001,1.268,0.,1.267,0.025,0.,0.025,0.,0.,0.,0.297,0.,0.296,0.272,0.,0.271,0.025,0.,0.025,0.641,0.,0.641,0.018,0.,0.018,1.262,0.,1.261
78,0.,0.,0.,0.046,0.,0.046,0.004,0.,0.004,0.221,0.,0.221,0.033,0.,0.033,0.,0.,0.,0.001,0.,0.001,1.329,0.,1.328,0.016,0.,0.016,0.,0.,0.,0.335,0.,0.335,0.262,0.,0.262,0.026,0.,0.026,0.681,0.,0.681,0.019,0.,0.019,1.323,0.,1.322
79,0.,0.,0.,0.032,0.,0.032,0.004,0.,0.004,0.224,0.,0.223,0.031,0.,0.031,0.,0.,0.,0.001,0.,0.001,1.373,0.,1.372,0.017,0.,0.017,0.,0.,0.,0.321,0.,0.321,0.276,0.,0.276,0.027,0.,0.027,0.723,0.,0.723,0.02,0.,0.02,1.367,0.,1.366
80,0.,0.,0.,0.029,0.,0.029,0.009,0.,0.009,0.224,0.,0.224,0.023,0.,0.023,0.,0.,0.,0.001,0.,0.001,1.381,0.,1.379,0.025,0.,0.025,0.,0.,0.,0.316,0.,0.316,0.271,0.,0.271,0.026,0.,0.026,0.734,0.,0.733,0.02,0.,0.02,1.375,0.,1.373
81,0.,0.,0.,0.039,0.,0.039,0.005,0.,0.005,0.231,0.,0.23,0.027,0.,0.027,0.,0.,0.,0.001,0.,0.001,1.484,0.,1.482,0.017,0.,0.017,0.,0.,0.,0.339,0.,0.339,0.31,0.,0.31,0.028,0.,0.028,0.781,0.,0.78,0.021,0.,0.021,1.478,0.,1.476
82,0.,0.,0.,0.038,0.,0.038,0.005,0.,0.005,0.245,0.,0.245,0.023,0.,0.023,0.,0.,0.,0.001,0.,0.001,1.565,0.,1.564,0.018,0.,0.018,0.,0.,0.,0.347,0.,0.347,0.308,0.,0.308,0.028,0.,0.028,0.856,0.,0.855,0.02,0.,0.02,1.559,0.,1.558
83,0.,0.,0.,0.048,0.,0.048,0.005,0.,0.005,0.275,0.,0.275,0.033,0.,0.033,0.,0.,0.,0.001,0.,0.001,1.701,0.003,1.695,0.027,0.,0.027,0.,0.,0.,0.393,0.,0.392,0.347,0.,0.347,0.028,0.,0.028,0.897,0.003,0.892,0.021,0.,0.021,1.695,0.003,1.689
84,0.,0.,0.,0.044,0.,0.044,0.005,0.,0.005,0.291,0.,0.291,0.024,0.,0.024,0.,0.,0.,0.001,0.,0.001,1.768,0.,1.766,0.019,0.,0.019,0.,0.,0.,0.402,0.,0.401,0.381,0.,0.38,0.028,0.,0.028,0.929,0.,0.928,0.021,0.,0.021,1.762,0.,1.76
85,0.,0.,0.,0.045,0.,0.045,0.005,0.,0.005,0.287,0.,0.287,0.028,0.,0.028,0.,0.,0.,0.001,0.,0.001,1.82,0.003,1.815,0.019,0.,0.019,0.,0.,0.,0.405,0.,0.405,0.371,0.003,0.367,0.028,0.,0.028,0.987,0.,0.986,0.021,0.,0.021,1.814,0.003,1.808
86,0.,0.,0.,0.044,0.,0.044,0.005,0.,0.005,0.286,0.,0.286,0.029,0.,0.028,0.,0.,0.,0.001,0.,0.001,1.859,0.016,1.841,0.019,0.,0.019,0.,0.,0.,0.406,0.003,0.402,0.394,0.004,0.389,0.03,0.,0.03,1.001,0.007,0.992,0.022,0.,0.022,1.852,0.015,1.834
87,0.,0.,0.,0.043,0.,0.043,0.005,0.,0.005,0.324,0.,0.324,0.034,0.,0.034,0.,0.,0.,0.001,0.,0.001,1.963,0.,1.961,0.019,0.,0.019,0.,0.,0.,0.44,0.,0.44,0.416,0.,0.415,0.03,0.,0.03,1.049,0.,1.048,0.022,0.,0.022,1.957,0.,1.955
88,0.,0.,0.,0.046,0.,0.046,0.005,0.,0.005,0.401,0.,0.4,0.036,0.,0.036,0.,0.,0.,0.001,0.,0.001,2.178,0.,2.176,0.027,0.,0.027,0.,0.,0.,0.542,0.,0.541,0.458,0.,0.457,0.03,0.,0.03,1.112,0.,1.111,0.023,0.,0.023,2.171,0.,2.169
89,0.,0.,0.,0.048,0.,0.048,0.005,0.,0.005,0.388,0.,0.387,0.035,0.,0.035,0.,0.,0.,0.001,0.,0.001,2.333,0.,2.33,0.023,0.,0.023,0.,0.,0.,0.534,0.,0.533,0.517,0.,0.517,0.031,0.,0.031,1.218,0.,1.217,0.023,0.,0.023,2.326,0.,2.324
90,0.,0.,0.,0.052,0.,0.052,0.005,0.,0.005,0.451,0.,0.45,0.026,0.,0.026,0.,0.,0.,0.001,0.,0.001,2.399,0.,2.396,0.021,0.,0.021,0.,0.,0.,0.61,0.,0.609,0.48,0.,0.48,0.031,0.,0.031,1.241,0.,1.24,0.023,0.,0.023,2.386,0.,2.384
91,0.,0.,0.,0.044,0.,0.044,0.005,0.,0.005,0.371,0.,0.371,0.033,0.,0.033,0.,0.,0.,0.002,0.,0.001,2.34,0.,2.338,0.022,0.,0.022,0.,0.,0.,0.489,0.,0.489,0.514,0.,0.514,0.031,0.,0.031,1.274,0.,1.273,0.024,0.,0.024,2.333,0.,2.331
92,0.,0.,0.,0.052,0.,0.051,0.009,0.,0.009,0.404,0.,0.404,0.026,0.,0.026,0.,0.,0.,0.001,0.,0.001,2.457,0.,2.454,0.022,0.,0.022,0.,0.,0.,0.535,0.,0.535,0.525,0.,0.524,0.033,0.,0.033,1.333,0.,1.331,0.025,0.,0.025,2.45,0.,2.447
93,0.,0.,0.,0.056,0.,0.055,0.006,0.,0.006,0.454,0.,0.454,0.038,0.,0.038,0.,0.,0.,0.001,0.,0.001,2.798,0.004,2.791,0.024,0.,0.024,0.,0.,0.,0.613,0.,0.613,0.626,0.,0.625,0.034,0.,0.034,1.49,0.003,1.484,0.026,0.,0.026,2.79,0.004,2.783
94,0.,0.,0.,0.057,0.,0.057,0.005,0.,0.005,0.472,0.,0.471,0.038,0.,0.038,0.,0.,0.,0.002,0.,0.002,2.894,0.,2.891,0.024,0.,0.024,0.,0.,0.,0.611,0.,0.61,0.629,0.,0.629,0.035,0.,0.035,1.585,0.,1.584,0.027,0.,0.026,2.887,0.,2.884
95,0.,0.,0.,0.065,0.,0.065,0.006,0.,0.006,0.495,0.004,0.491,0.036,0.,0.036,0.,0.,0.,0.001,0.,0.001,2.996,0.011,2.981,0.029,0.003,0.025,0.,0.,0.,0.651,0.004,0.646,0.622,0.003,0.617,0.034,0.,0.034,1.65,0.,1.648,0.026,0.,0.026,2.988,0.011,2.973
96,0.,0.,0.,0.061,0.,0.061,0.006,0.,0.006,0.532,0.003,0.526,0.032,0.,0.032,0.,0.,0.,0.001,0.,0.001,3.073,0.011,3.055,0.024,0.,0.024,0.,0.,0.,0.682,0.003,0.675,0.667,0.003,0.661,0.036,0.,0.036,1.654,0.003,1.649,0.027,0.,0.027,3.066,0.011,3.047
97,0.,0.,0.,0.058,0.,0.058,0.017,0.,0.017,0.56,0.,0.558,0.029,0.,0.029,0.,0.,0.,0.002,0.,0.002,3.205,0.,3.194,0.028,0.,0.028,0.,0.,0.,0.704,0.,0.701,0.703,0.,0.701,0.035,0.,0.035,1.724,0.,1.719,0.027,0.,0.027,3.197,0.,3.187
98,0.,0.,0.,0.077,0.,0.077,0.006,0.,0.006,0.66,0.,0.659,0.039,0.,0.039,0.,0.,0.,0.002,0.,0.002,3.519,0.003,3.51,0.027,0.,0.027,0.,0.,0.,0.831,0.,0.83,0.767,0.,0.766,0.037,0.,0.037,1.847,0.003,1.839,0.028,0.,0.028,3.511,0.003,3.502
99,0.,0.,0.,0.066,0.,0.066,0.006,0.,0.006,0.717,0.,0.716,0.04,0.,0.04,0.,0.,0.,0.002,0.,0.002,3.67,0.,3.667,0.032,0.,0.032,0.,0.,0.,0.893,0.,0.892,0.795,0.,0.794,0.036,0.,0.036,1.904,0.,1.902,0.028,0.,0.028,3.663,0.,3.659
